address,area,city,state,country,hotel_star_rating,pageurl,property_name,property_type,site_review_rating
"Barsar - Deotsidh Rd, Shahtalai, Himachal Pradesh 176039",Deotsidh Rd,Shahtalai,Himachal Pradesh,India,0,http://www.goibibo.com/hotels/detail/Shahtalai/hn/6664714240582233333/7580929415568801129/na/hq/,Chadda Guest House,Hotel,
Air-force Circle Dibba Para,Jaisalmer Fort Area,Jaisalmer,Rajasthan,India,3,http://www.goibibo.com/hotels/detail/Jaisalmer/hn/8665923561677193166/1607770721681237020/na/hq/,Castle  View Jaisalmer,Hotel,3.8
"1/2, Elivaram Veerasamy Street, Periamedu,",Periamet,Chennai,Tamil Nadu,India,1,http://www.goibibo.com/hotels/detail/Chennai/hn/4354390963378411938/8876765145912624824/na/hq/,Central Gate,Hotel,3
"Kahilipara Road Jatia, Dispur Guwahati-781006",Odalbakra Main Road,Guwahati,Assam,India,1,http://www.goibibo.com/hotels/detail/Guwahati/hn/3518826103379012321/7629923397460542102/na/hq/,Blue Moon Guest House,Guest House,3
"Camp Chrysalid Sitlakhet, Siyahi Devi Estate, Sitlakhet",Sitlakhet,Almora,Uttarakhand,India,0,http://www.goibibo.com/hotels/detail/Almora/hn/2650028913914216165/7925133816648320831/na/hq/,Camp Chrysalid Sitlakhet (16km From Almora),Tent,
"Chandelao, Jodhpur, Rajasthan",Others,Jodhpur,Rajasthan,India,1,http://www.goibibo.com/hotels/detail/Jodhpur/hn/2455265397967176363/1561318506084324259/na/hq/,Chandelao Garh (Heritage Hotel),Hotel,4.7
"On the banks of River Mandovi, Betim",Betim,Goa,Goa,India,0,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/3536106919481157272/na/hq/,Cabo Cabana Wooden Cottages,Cottage,4.5
"Bhawna Tower,Kailashouri Crossing, Sector 16B, Awas Vikas,Sikandra",Sikandra,Agra,Uttar Pradesh,India,4,http://www.goibibo.com/hotels/detail/Agra/hn/2049835366479118179/5917747484402036577/na/hq/,Bhawna Clarks Inn,Hotel,4.1
"New Market, General Bus Stand, Jalandhar, Backside Narinder Cinema","ISBT, GT Road Area",Jalandhar,Punjab,India,1,http://www.goibibo.com/hotels/detail/Jalandhar/hn/9183124365971450275/7554587367955710101/na/hq/,Chhabra Guest House,Guest House,
"North Cliff End, Thiruvambadi Beach,",North Helipad Cliff,Varkala,Kerala,India,3,http://www.goibibo.com/hotels/detail/Varkala/hn/4947247049944326597/9209743872255838749/na/hq/,Black Beach Resort,Resort,3.1
"Besides Old Bus Stand, Hubli",Bus Stand Area,Hubli,Karnataka,India,1,http://www.goibibo.com/hotels/detail/Hubli/hn/4175146706007535451/916251755901568893/na/hq/,Bharati Lodge,Lodge,3.7
"Near Telephone Exchange, Belwakhan, Jeolikote - 263127, Nainital - Uttarakhand",Others,Nainital,Uttarakhand,India,3,http://www.goibibo.com/hotels/detail/Nainital/hn/4883398002803141725/3050502778611686447/na/hq/,Camp Sparrow,Tent,4.7
DEVANAGERI  VILLAGE AND POST VIA VIRAJPET.S.COORG 571218,Virajpet,Coorg,Karnataka,India,0,http://www.goibibo.com/hotels/detail/Coorg/hn/6624397033787067229/1194572980365141237/na/hq/,CHIKKOS NEST HOMESTAY,Homestay,
"Chail, Himachal Pradesh 173217",Chail Market/Near,Chail,Himachal Pradesh,India,0,http://www.goibibo.com/hotels/detail/Chail/hn/5381678877017369458/46690209237592097/na/hq/,Camp Jayshee,Tent,
"H.No. 587, Opp the new Baga bridge, Goa",Baga Area,Goa,Goa,India,0,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/7357912063120754653/na/hq/,Braganza Guest House,Guest House,4.7
NO 101 Maithri layout Hope farm circle Whitefield,Whitefield,Bangalore,Karnataka,India,0,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/431711020416742852/na/hq/,Bulande Hope farm Bangalore,Service Apartment,5
"Bhimkund Road, Chikhaldara",Bhimkund Road,Chikhaldara,Maharashtra,India,1,http://www.goibibo.com/hotels/detail/Chikhaldara/hn/6746047545406388545/4827468700507657056/na/hq/,Bhima's Paradise,Hotel,
"Vill. - Pangot, Nainital, (Uttarakhand) Nainital Uttarakhand Pin Code	:	263001",Others,Nainital,Uttarakhand,India,0,http://www.goibibo.com/hotels/detail/Nainital/hn/4883398002803141725/7492307463112537187/na/hq/,Camp Mehi Tents,Tent,
"Plot 5/E, Kanch Bawadi Toll Naka, Opp Sanjeevan School, On panchgani Mahableshwar road",Main Town,Panchgani,Maharashtra,India,0,http://www.goibibo.com/hotels/detail/Panchgani/hn/6630003071254964353/1587641539512757674/na/hq/,Bhatia Villa 5,Villa,
"Chowkidinghee Heritage Chang Bungalow, Dibrugarh(3KMS FROM Mancotta Heritage Chang Bungalow)",Chowkidinghee,Dibrugarh,Assam,India,0,http://www.goibibo.com/hotels/detail/Dibrugarh/hn/8112233193695852761/7281292198381362799/na/hq/,Chowkidinghee Heritage Chang Bungalow,Bungalow,
"House no 327, Sector 47, Gurgaon",Others,Gurgaon,Haryana,India,0,http://www.goibibo.com/hotels/detail/Gurgaon/hn/1466927038870613796/1638811844366451949/na/hq/,BKS Guest House,Guest House,5
"Sy. No.69, Bommuru Agrahara Village, Paschima Vahini Circle, Off Mysore-Bangalore Highway, Srirangapatna Taluk",Others,Mysore,Karnataka,India,2,http://www.goibibo.com/hotels/detail/Mysore/hn/6237241643285427714/3985453905844643008/na/hq/,Cauvery Sannidhi,Hotel,4.6
"Chinnakanal P.O, Munnar,Kerala, 685618, India",Chinnakanal,Munnar,Kerala,India,0,http://www.goibibo.com/hotels/detail/Munnar/hn/1780299204263085384/7243843814619991335/na/hq/,Casa Del Fauno,Homestay,
"PNG ROAD,NEAR PALZOR NAMGYAL GIRLS HIGH SCHOOL GATE, Gangtok",Paljor Stadium Road,Gangtok,Sikkim,India,3,http://www.goibibo.com/hotels/detail/Gangtok/hn/1196252839838244621/2432139124654628774/na/hq/,Central Ninamma  Boutique Resort,Resort,4.5
"12th Mile, Tonk Road,",Sitapura,Jaipur,Rajasthan,India,5,http://www.goibibo.com/hotels/detail/Jaipur/hn/4278754392716898526/8691775533412484673/na/hq/,Chokhi Dhani - An Ethnic Village Resort,Resort,4.3
"Lambdhar, Chamba-Mussoorie Road, Dist. Tehri Garhwal, Dhanolti, Uttarakhand 249001",Chamba Road,Dhanaulti,Uttarakhand,India,1,http://www.goibibo.com/hotels/detail/Dhanaulti/hn/6425088845874313937/1350673632609432411/na/hq/,Camp O Royale,Tent,
"Nagalore road  Opp petrol bunk,",Pagoda Point Road,Yercaud,Tamil Nadu,India,0,http://www.goibibo.com/hotels/detail/Yercaud/hn/1639542103726057691/4800664169711998152/na/hq/,Brindhavan Dream House,Guest House,4.6
"Beach No. 5, vijay Nagar Beach",Vijay Nagar Beach,Havelock Island,Andaman and Nicobar Islands,India,3,http://www.goibibo.com/hotels/detail/Havelock Island/hn/3545004081111111111/9130046172689576177/na/hq/,Blue Bird Resort,Resort,4.6
RAA 43/2 VIP Road (Raghunathpur),"Airport Zone, Dum Dum",Kolkata,West Bengal,India,4,http://www.goibibo.com/hotels/detail/Kolkata/hn/2066465017672827882/7250809199505818159/na/hq/,Celesta,Hotel,4.3
"flat no 109 , indralok apartments,old renigunta road ,Behind Reliance Mart",Old Tirchanoor Road,Tirupati,Andhra Pradesh,India,1,http://www.goibibo.com/hotels/detail/Tirupati/hn/18688368793823515/3534130694081375452/na/hq/,Chethans inn  serviced apartments,Hotel,2.9
"Next to Calangute Beach, Calangute",Calangute Area,Goa,Goa,India,0,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/1320482493737519/na/hq/,Calangute Annexe,Hotel,3.4
"Vill. - Pangot, Nainital, (Uttarakhand) Nainital Uttarakhand Pin Code	:	263001",Others,Nainital,Uttarakhand,India,1,http://www.goibibo.com/hotels/detail/Nainital/hn/4883398002803141725/2378908439695748262/na/hq/,Camp Mehi Cottages,Cottage,
"CARMEL HOMESTAY,Raj Villament, Ivy Rossa Layout,Carmelaram P.O., Sarjapur Road,Bangalore 560035, Karnataka, South India",Sarjapur Road,Bangalore,Karnataka,India,1,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/107916302135743672/na/hq/,CARAMEL HOMESTAY,Homestay,
"Plot No21, Silicon valley, Madhapur, Hyderabad - 500081",Hi-Tech City,Hyderabad,Andhra Pradesh,India,0,http://www.goibibo.com/hotels/detail/Hyderabad/hn/2162254155836171767/7946503419562103283/na/hq/,Blue Dawn Suites Service Appartment,Service Apartment,
"Near Starco Junction,66 D Mello Vaddo, Anjuna",Anjuna Area,Goa,Goa,India,4,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/2961652997901380615/na/hq/,Casa Anjuna-Boutique Resort,Resort,5
"OLD NH-8,NEXT TO FUN N FOOD VILLAGE KAPASHERA,NEW DELHI 110037, INDIA","Delhi Airport, Mahipalpur, Aerocity",Delhi,Delhi,India,4,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/9160576176064111506/na/hq/,Calista Resort,Resort,4.2
"36,  Main Road ,",Main Road,Kanyakumari,Tamil Nadu,India,0,http://www.goibibo.com/hotels/detail/Kanyakumari/hn/4049791448359331848/830375435902133005/na/hq/,Boopathy Lodge,Hotel,3
"Main Road, State Highway 13, Next to Model Thana, Opposite Old Bus Station",Civil Lines,Buxar,Bihar,India,0,http://www.goibibo.com/hotels/detail/Buxar/hn/6103418669650670840/7952890788262888402/na/hq/,Buxar Hotel,Lodge,
"Chanmari, Main Road",Chanmari,Aizawl,Mizoram,India,0,http://www.goibibo.com/hotels/detail/Aizawl/hn/3581817333896630996/4356606685192846753/na/hq/,Chief Guest House,Guest House,
"Near Bhimtal Lake,Bhimtal,Nainital, Uttarakhand",Others,Nainital,Uttarakhand,India,0,http://www.goibibo.com/hotels/detail/Nainital/hn/4883398002803141725/8650489835130682992/na/hq/,Bhimtal Holiday Villa,Villa,
"HOSKERI VILLAGE,AREKAD POST,KODAGU",Madikeri,Coorg,Karnataka,India,0,http://www.goibibo.com/hotels/detail/Coorg/hn/6624397033787067229/4140597048322895440/na/hq/,Chilipili Estate Stay,Homestay,4.5
C 42 Greater Kailash Part 1,Greater Kailash Area,Delhi,Delhi,India,3,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/4794076202661076604/na/hq/,Capitol Hills Hotel,Hotel,3.8
"Camp Chrysalid Dharamshala, Mohal Tou Near the temple of Indru Nag",Kangra Valley,Dharmsala,Himachal Pradesh,India,0,http://www.goibibo.com/hotels/detail/Dharmsala/hn/7558408766196243005/1573542478302208714/na/hq/,Camp Chrysalid Dharamshala,Tent,
"1504, B wing, Imperial Heights, opp Goregaon fire brigade, off goregaon link road, Goregaon west, Mumbai",Goregaon,Mumbai,Maharashtra,India,1,http://www.goibibo.com/hotels/detail/Mumbai/hn/4213513766539949483/326520463675902535/na/hq/,Castle Service Apartment - Goregaon,Service Apartment,1
Marayoor P.O Munnar,Marayoor P.O,Marayoor,Kerala,India,2,http://www.goibibo.com/hotels/detail/Marayoor/hn/5513310069347097247/1493765587079774037/na/hq/,Chandana Annexe,Hotel,2.7
"106, 4thA B Cross Road, Kasturi Nagar, Bengaluru, Karnataka, India",Kr Puram,Bangalore,Karnataka,India,0,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/4052655927885412182/na/hq/,carlin  service apartments,Service Apartment,4.3
"Bharathinagara Post, Menase, Opposite Rajiv Gandhi Sanskrit University, Chikkamagaluru-Sringeri Rd, Kunthur, Karnataka 577139",Sringeri Taluk,Chikmagalur,Karnataka,India,0,http://www.goibibo.com/hotels/detail/Chikmagalur/hn/4801527334652294087/7369751998873751795/na/hq/,BHIDE HOMESTAY,Homestay,
"Kaziranga National Park, Kohora,Dist. Golaghat, Assam, India",Astc Bus Stand Bokakhat,Golaghat,Assam,India,0,http://www.goibibo.com/hotels/detail/Golaghat/hn/7030330047679038557/1478350383540702387/na/hq/,BORAH'S HOME STAY,Homestay,
"Rubber factory Juntion, civil station ward, beach road, alleppey",Others,Alleppey,Kerala,India,2,http://www.goibibo.com/hotels/detail/Alleppey/hn/31335703284729576/1150147477612471201/na/hq/,Choice Rooms,Hotel,3
"Plot No. P-10, Rajiv Gandhi Infotech Park, Phase-1, Opp. Infosys, Hinjewadi, Pune",Hinjewadi,Pune,Maharashtra,India,2,http://www.goibibo.com/hotels/detail/Pune/hn/1554245012668028405/3254129716040718901/na/hq/,Bizz Tamanna Hotel,Hotel,3.6
"Near Diesel Power House, DPH Rd",Others,Gangtok,Sikkim,India,0,http://www.goibibo.com/hotels/detail/Gangtok/hn/1196252839838244621/9074790659490642199/na/hq/,Blue Star Hotel,Hotel,
"CCC Peppermint Hotel,3/19 Seetharam Nagar,Krishnagiri - Hosur Main Road,Hosur.",Bus Stand,Hosur,Tamil Nadu,India,0,http://www.goibibo.com/hotels/detail/Hosur/hn/8323730995416368853/23727130964296875/na/hq/,CCC PepperMint,Hotel,
"Nainwa Road, Bundi",Surang Gate,Bundi,Rajasthan,India,0,http://www.goibibo.com/hotels/detail/Bundi/hn/4313578615950783961/3479848609686358293/na/hq/,Chandana Residency,Hotel,
"Bougainvillea,  Next to Saavli Bungalow.G NO .2240, Nagaon.",Nagaon,Alibag,Maharashtra,India,0,http://www.goibibo.com/hotels/detail/Alibag/hn/5342984967352266322/2253091686247681184/na/hq/,Bougainvillea,Hotel,5
"Munshi Ghat, Darbhanga Ghat, Dashashwmedh,",Dasaswamedh Ghat,Varanasi,Uttar Pradesh,India,5,http://www.goibibo.com/hotels/detail/Varanasi/hn/710870868236923145/4155790894892067553/na/hq/,BrijRama Palace. A Heritage Hotel,Hotel,
"No.125, Konappanna Agrahara, Hosur Main Road, Near Infosys, Next To Bangalore Pride, Electronic City, Bangalore - 560100",Electronic city,Bangalore,Karnataka,India,0,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/8303908021729356645/na/hq/,Chandana Deluxe Hotel,Hotel,
AABI KARPORA Dal lake nehru park,Dal Lake Area,Srinagar,Jammu and Kashmir,India,0,http://www.goibibo.com/hotels/detail/Srinagar/hn/5999885939075030137/7864244637811969990/na/hq/,Blue Sky Group of houseboats,Houseboat,
Old Kutralam Falls Road  Tenkani,"42 / 42A, Shencottai Road",Courtalam,Tamil Nadu,India,2,http://www.goibibo.com/hotels/detail/Courtalam/hn/9161544322628146245/4772222181121705137/na/hq/,BWDA Resort,Resort,1
"Plot No: 22, 23 and 24, GIDC, Sector 25, Gandhinagar",Sector 25,Gandhinagar,Gujarat,India,5,http://www.goibibo.com/hotels/detail/Gandhinagar/hn/6413353945126501356/401228165380052951/na/hq/,"Cambay Sapphire , Gandhinagar",Resort,3.2
"Model Town Rd,Mela Singh Chowk yamunanagar haryana -135001","Model Town,Near M.L.N College",Yamunanagar,Haryana,India,1,http://www.goibibo.com/hotels/detail/Yamunanagar/hn/2288252101901177231/101886856605499221/na/hq/,Central Royale,Hotel,2.5
"Gopal Ballav Road, Puri Ho, Puri",Gopal Ballav Road,Puri,Orissa,India,0,http://www.goibibo.com/hotels/detail/Puri/hn/762718351731814005/8705917734342815592/na/hq/,Chandrama Hotel,Hotel,
"Khariwad Opp Ice Factory Road, Vapi-Daman Mani Road,  Nani - Daman 396210.",Nani Daman,Daman,Gujarat,India,3,http://www.goibibo.com/hotels/detail/Daman/hn/486193027468146343/7046374481259176505/na/hq/,Casa De Damao.,Hotel,2.9
"Near Kallar Waterfalls, Vattiyar P.O, Kallar",Pallivasal,Munnar,Kerala,India,0,http://www.goibibo.com/hotels/detail/Munnar/hn/1780299204263085384/7220344263737808089/na/hq/,Chai Guesthouse Munnar,Guest House,4.3
"Punjabi pench ,Junction Road",Dampier Nagar,Mathura,Uttar Pradesh,India,0,http://www.goibibo.com/hotels/detail/Mathura/hn/33265771996272232/5122583903256456905/na/hq/,Brij Dham Guest House,Guest House,2.5
"No:1/3,K.B Arcade,Hunsur road(Corner of Bhudevi farm)",Jayalakshmipuram,Mysore,Karnataka,India,3,http://www.goibibo.com/hotels/detail/Mysore/hn/6237241643285427714/1480920098875807167/na/hq/,Casa Clarks INN,Hotel,4.3
"1504, B wing, Imperial Heights, Opp Goregaon fire brigade, Off Goregaon link Road, Goregaon West, Mumbai",Goregaon,Mumbai,Maharashtra,India,1,http://www.goibibo.com/hotels/detail/Mumbai/hn/4213513766539949483/6957399750535162078/na/hq/,Castle Service Apartment - Malad (W),Service Apartment,
"Kunjithanny, Idukki Dist, Munnar",Main Town,Munnar,Kerala,India,0,http://www.goibibo.com/hotels/detail/Munnar/hn/1780299204263085384/5667370073320196592/na/hq/,Birds Valley Resorts,Resort,4.4
"1no. Kohora Gaon, Bogorijuri Kaziranga National Park , Dist: Golaghat, Assam (India)",Kaziranga,Kaziranga,Assam,India,1,http://www.goibibo.com/hotels/detail/Kaziranga/hn/3147449693326909066/2074934148336004047/na/hq/,Bon Habi Resort,Resort,
"opp to shivaji park,peddawaltair,visakhapatnam-17",,Visakhapatnam,Andhra Pradesh,India,2,http://www.goibibo.com/hotels/detail/Visakhapatnam/hn/4436410759289535020/1253981399041533509/na/hq/,Chakri Guest House,Guest House,3.8
"Byadarahalli Post, HalgurHobli, Malavalli Taluk , Madya District",Mandya District,Mandya,Karnataka,India,0,http://www.goibibo.com/hotels/detail/Mandya/hn/488538077236154664/3628595762504443881/na/hq/,Bheemeshwari nature &amp; adventure camp by Jungle Lodges,Tent,
"Behind Dominos Pizza, Jasoria enclave, Fatehabad Road",Fatehabad Road,Agra,Uttar Pradesh,India,3,http://www.goibibo.com/hotels/detail/Agra/hn/2049835366479118179/2231436366614647928/na/hq/,Bliss Home Stay,Homestay,
"Calangute Beach, Calangute, Goa",Calangute Area,Goa,Goa,India,0,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/7436089683105729674/na/hq/,Calangute Residency,Hotel,4.6
Ambavgarh- Near Kurabad House,Fatehsagar Lake,Udaipur,Rajasthan,India,0,http://www.goibibo.com/hotels/detail/Udaipur/hn/3369724356477798574/8840120781986222340/na/hq/,"Chinar Villa, Nr.Fatehsagar Lake",Homestay,4.4
"Ottakathalamedu,Kumily,Thekkady,Idukki District",Kumily,Thekkady,Kerala,India,0,http://www.goibibo.com/hotels/detail/Thekkady/hn/113710562199999999/7206614937844780326/na/hq/,Bijans Nature Resort,Cottage,3
"3rd mail,sampige katte circle,2.5 km from somawarpet road madikeri",Somwarpet,Coorg,Karnataka,India,0,http://www.goibibo.com/hotels/detail/Coorg/hn/6624397033787067229/6952086638147410577/na/hq/,Blender Berry,Hotel,
"Bijju Nagar, Jharsuguda, Odisha",other,Jharsuguda,Orissa,India,0,http://www.goibibo.com/hotels/detail/Jharsuguda/hn/4111034433163692875/2982834768448410262/na/hq/,Bishnu Palace,Hotel,
"Door No 17-440, Sundarayyar Street, Chittoor Ho, Chittoor - 517001, Near Old Bus Stand","No.2-128/1, Puttur Road, Kongareddypalli, Near RTC Bus Stand",Chittoor,Andhra Pradesh,India,0,http://www.goibibo.com/hotels/detail/Chittoor/hn/9184435835733846945/4143568848578603604/na/hq/,chandra residency,Hotel,
"P/O Kewzing Bazaar Below Kewzing Monastery,Ravangla Subdivision,South Sikkim",Ravangla Subdivision,Kewzing,Sikkim,India,0,http://www.goibibo.com/hotels/detail/Kewzing/hn/2851912330839333333/1578696348308883033/na/hq/,Bon Farmhouse,Homestay,
No: 242 Brooklands Coonoor Nilgiri,Kotagiri Road,Coonoor,Tamil Nadu,India,0,http://www.goibibo.com/hotels/detail/Coonoor/hn/3082172792776588665/4716932488119012179/na/hq/,Blossoms Garden,Resort,2
"No. 1 and 2, Hesaraghatta main road, Chikkabanavara Bangaluru",Yeshwanthpur,Bangalore,Karnataka,India,3,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/7448439575118685179/na/hq/,Cinnamon Residency,Hotel,3.8
"New No : 49, Sydenhams Road, Periyamet",Periamet,Chennai,Tamil Nadu,India,0,http://www.goibibo.com/hotels/detail/Chennai/hn/4354390963378411938/8713837806004895360/na/hq/,CENTRAL RESIDENCY,Guest House,3.9
"13-6-616/J3/36, Peddakapu Layout, Tirupati Ho, Tirupati - 517501, Near R T C Bus Station",Main Town,Tirupati,Andhra Pradesh,India,2,http://www.goibibo.com/hotels/detail/Tirupati/hn/18688368793823515/1379550010560851662/na/hq/,CCR Residency,Lodge,
"2/734, Mysore Main Road,sathyamangalam taluk,district",Mysore Road,Sathyamangalam,Tamil Nadu,India,0,http://www.goibibo.com/hotels/detail/Sathyamangalam/hn/4729049967938430144/3725125031443032994/na/hq/,Bull and Bush Resort Satyamangalam,Resort,
"Village Daronda, Bonovilla, Bolpur Santiniketan, West Bengal 731302, India",District Bus Stand,Shantiniketan,West Bengal,India,0,http://www.goibibo.com/hotels/detail/Shantiniketan/hn/4667984576004034952/7567212305538685937/na/hq/,Bubahut Boutique Resort,Hotel,
Ootacamund.The Nilgiris.,Others,Ooty,Tamil Nadu,India,0,http://www.goibibo.com/hotels/detail/Ooty/hn/889033689324744753/6116198706950465335/na/hq/,Chandra Nivas,Service Apartment,
"Naukuchiatal, Near Hanuman Temple",Naukuchiatal,Naukuchiatal,Uttarakhand,India,0,http://www.goibibo.com/hotels/detail/Naukuchiatal/hn/8184748706275649254/3471208014158543711/na/hq/,Camp lagoon,Tent,
"Chendre,Alibaug,Dist.Raigad 402201",Ramnath Lake Area,Alibag,Maharashtra,India,0,http://www.goibibo.com/hotels/detail/Alibag/hn/5342984967352266322/9109971967668089941/na/hq/,BigSplash,Resort,3
"Ximer, Arpora, North Goa , Goa 403518",Baga Area,Goa,Goa,India,0,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/8708551802105364548/na/hq/,Casa Legend,Villa,4.5
"BUXA FEEDER ROAD, SANTALABARI, BUXA DUAR, DIST- ALIPURDUAR",Chalsa Hill Top,Dooars,West Bengal,India,0,http://www.goibibo.com/hotels/detail/Dooars/hn/7731032782410174321/106941119490359335/na/hq/,Camp of Dooars,Guest House,
"Kazi Road, Gangtok",Kazi Road,Gangtok,Sikkim,India,0,http://www.goibibo.com/hotels/detail/Gangtok/hn/1196252839838244621/3645764551199960188/na/hq/,Canaan Lodge,Hotel,
